,Champion**Item,picks
723,Braum**Pauldrons of Whiterock,1068
724,Ekko**Amplifying Tome,1067
725,Leona**Ruby Crystal,1065
726,Vex**Doran's Ring,1064
727,Akshan**Lord Dominik's Regards,1063
728,Fiora**Divine Sunderer,1062
729,Thresh**Shurelya's Battlesong,1060
730,Gnar**Plated Steelcaps,1059
731,Swain**Zhonya's Hourglass,1059
732,Tristana**Doran's Blade,1057
733,Xayah**Infinity Edge,1056
734,Fiora**Long Sword,1055
735,Jinx**Zeal,1055
736,Singed**Rylai's Crystal Scepter,1054
737,Taliyah**Zhonya's Hourglass,1053
738,Leblanc**Fiendish Codex,1053
739,Gangplank**Corrupting Potion,1052
740,Jhin**Last Whisper,1052
741,Nunu**Dark Seal,1051
742,Hecarim**Control Ward,1051
743,Ekko**Mejai's Soulstealer,1050
744,Kindred**Plated Steelcaps,1049
745,Talon**Goredrinker,1048
746,Singed**Plated Steelcaps,1046
747,Graves**Doran's Blade,1046
748,TahmKench**Thornmail,1045
749,Talon**Plated Steelcaps,1045
750,Nautilus**Mobility Boots,1044
751,Yone**Chain Vest,1044
752,Braum**Plated Steelcaps,1042
753,Tryndamere**Infinity Edge,1041
754,Lux**Mejai's Soulstealer,1041
755,Yasuo**Pickaxe,1040
756,Riven**Plated Steelcaps,1040
757,Swain**Liandry's Anguish,1039
758,Zac**Dark Seal,1037
759,Irelia**Long Sword,1035
760,Malphite**Thornmail,1035
761,Amumu**Bulwark of the Mountain,1035
762,Lucian**Caulfield's Warhammer,1033
763,Lulu**Bulwark of the Mountain,1031
764,Graves**Last Whisper,1030
765,Talon**Axiom Arc,1028
766,Caitlyn**Long Sword,1028
767,Ezreal**Control Ward,1025
768,Jinx**Immortal Shieldbow,1024
769,Tryndamere**Doran's Shield,1023
770,Kassadin**Tear of the Goddess,1022
771,Senna**Divine Sunderer,1021
772,Singed**Demonic Embrace,1021
773,Garen**Dead Man's Plate,1019
774,Lucian**Control Ward,1019
775,Nunu**Plated Steelcaps,1017
776,Urgot**Black Cleaver,1016
777,Heimerdinger**Sorcerer's Shoes,1015
778,Kassadin**Everfrost,1015
779,Kennen**Doran's Blade,1013
780,Lux**Rabadon's Deathcap,1007
781,Pantheon**Eclipse,1007
782,Nidalee**Void Staff,1007
783,Rell**Control Ward,1006
784,LeeSin**Broken Stopwatch,15
785,Janna**Dark Seal,1004
786,Ekko**Void Staff,1004
787,Yuumi**Staff of Flowing Water,1002
788,Lulu**Kindlegem,1000
789,Sion**Hullbreaker,995
790,Camille**Control Ward,994
791,Jax**Trinity Force,993
792,Leblanc**Mejai's Soulstealer,991
793,Zac**Sunfire Aegis,991
794,Syndra**Shadowflame,990
795,Velkoz**Sorcerer's Shoes,989
796,Vladimir**Needlessly Large Rod,989
797,Anivia**Zhonya's Hourglass,989
798,Lulu**Refillable Potion,989
799,Nami**Bandleglass Mirror,988
800,Zed**Control Ward,987
801,Warwick**Titanic Hydra,987
802,Camille**Caulfield's Warhammer,984
803,Kled**Plated Steelcaps,984
804,Galio**Mercury's Treads,982
805,Hecarim**Refillable Potion,981
806,Lulu**Faerie Charm,980
807,Ekko**Refillable Potion,980
808,Ezreal**Refillable Potion,978
809,Yasuo**Guardian Angel,977
810,Draven**Cloak of Agility,976
811,Darius**Mercury's Treads,975
812,Qiyana**Edge of Night,975
813,MissFortune**Boots of Swiftness,972
814,Amumu**Plated Steelcaps,972
815,Syndra**Needlessly Large Rod,971
816,Talon**Prowler's Claw,970
817,Caitlyn**Refillable Potion,969
818,Rakan**Oblivion Orb,966
819,Leona**Targon's Buckler,966
820,Shen**Sunfire Aegis,964
821,Swain**Sorcerer's Shoes,960
822,Lillia**Demonic Embrace,958
823,Elise**Night Harvester,958
824,Jhin**Dagger,957
825,Fiora**Mercury's Treads,955
826,Graves**Berserker's Greaves,954
827,XinZhao**Refillable Potion,954
828,Chogath**Everfrost,953
829,Rell**Locket of the Iron Solari,953
830,Zoe**Horizon Focus,951
831,Twitch**Nashor's Tooth,950
832,Karma**Forbidden Idol,949
833,Nocturne**Ionian Boots of Lucidity,949
834,Samira**Infinity Edge,947
835,Nunu**Sorcerer's Shoes,947
836,Yuumi**Mikael's Blessing,946
837,Veigar**Doran's Ring,943
838,Graves**Mortal Reminder,942
839,Khazix**Serylda's Grudge,942
840,Graves**Vampiric Scepter,940
841,Leona**Giant's Belt,940
842,Syndra**Void Staff,937
843,Elise**Zhonya's Hourglass,937
844,Ekko**Blasting Wand,936
845,Poppy**Bramble Vest,935
846,Jhin**Kircheis Shard,935
847,Camille**Executioner's Calling,935
848,Galio**Control Ward,934
849,Bard**Plated Steelcaps,933
850,Rengar**Long Sword,931
851,Lucian**Last Whisper,929
852,Nidalee**Control Ward,929
853,Sylas**Needlessly Large Rod,927
854,Galio**Plated Steelcaps,927
855,Nautilus**Mercury's Treads,924
856,Rengar**Duskblade of Draktharr,924
857,Riven**Long Sword,923
858,JarvanIV**Control Ward,923
859,Soraka**Forbidden Idol,923
860,LeeSin**Kindlegem,922
861,Viktor**Ionian Boots of Lucidity,922
862,Thresh**Cloth Armor,921
863,Talon**Last Whisper,921
864,Twitch**Infinity Edge,921
865,Shen**Thornmail,920
866,Veigar**Zhonya's Hourglass,920
867,Leblanc**Ionian Boots of Lucidity,920
868,Leona**Cloth Armor,918
869,Poppy**Dead Man's Plate,916
870,LeeSin**Chain Vest,916
871,Gangplank**Essence Reaver,916
872,Kayn**Prowler's Claw,911
873,Yone**Bloodthirster,909
874,Soraka**Kindlegem,909
875,Poppy**Thornmail,907
876,Lux**Fiendish Codex,906
877,Shaco**Essence Reaver,905
878,Braum**Control Ward,904
879,Ekko**Control Ward,903
880,Khazix**Refillable Potion,903
881,Aphelios**Control Ward,903
882,Rell**Ionian Boots of Lucidity,902
883,Viktor**Lich Bane,902
884,Caitlyn**Phantom Dancer,902
885,Draven**Plated Steelcaps,901
886,Fiora**Sterak's Gage,900
887,Tryndamere**Cloak of Agility,899
888,RekSai**Sterak's Gage,899
889,Yuumi**Faerie Charm,897
890,Akali**Amplifying Tome,896
891,Riven**Doran's Blade,894
892,Amumu**Locket of the Iron Solari,893
893,Aphelios**Long Sword,892
894,Vayne**Rageknife,892
895,Blitzcrank**Zeke's Convergence,891
896,JarvanIV**Mercury's Treads,889
897,Bard**Kindlegem,888
898,Kayn**Plated Steelcaps,887
899,Hecarim**Death's Dance,887
900,Talon**Mercury's Treads,886
901,Xerath**Needlessly Large Rod,883
902,Nami**Ardent Censer,882
903,Jinx**Last Whisper,882
904,Riven**Death's Dance,882
905,Twitch**Galeforce,882
906,Gragas**Control Ward,881
907,Syndra**Doran's Ring,880
908,Qiyana**Caulfield's Warhammer,879
909,Seraphine**Chemtech Putrifier,879
910,Leblanc**Amplifying Tome,877
911,Blitzcrank**Evenshroud,876
912,Yasuo**Chain Vest,875
913,Vayne**Cloak of Agility,873
914,Ryze**Sorcerer's Shoes,872
915,Orianna**Seraph's Embrace,872
916,Viego**Ruby Crystal,869
917,Ryze**Zhonya's Hourglass,869
918,Galio**Doran's Ring,867
919,Renekton**Doran's Blade,867
920,Ivern**Moonstone Renewer,867
921,TahmKench**Bramble Vest,864
922,Bard**Mobility Boots,864
923,Akshan**Infinity Edge,862
924,Yone**Control Ward,862
925,DrMundo**Thornmail,862
926,Nautilus**Bramble Vest,860
927,Qiyana**Last Whisper,858
928,Akali**Needlessly Large Rod,858
929,Olaf**Goredrinker,857
930,Ryze**Crown of the Shattered Queen,857
931,Poppy**Ruby Crystal,857
932,Bard**Ionian Boots of Lucidity,856
933,Ezreal**Plated Steelcaps,856
934,Vayne**Kraken Slayer,856
935,Maokai**Control Ward,856
936,Zed**Last Whisper,856
937,Qiyana**Control Ward,856
938,Chogath**Plated Steelcaps,855
939,Darius**Dead Man's Plate,855
940,Viego**Chain Vest,854
941,Sett**Bramble Vest,853
942,Caitlyn**Zeal,853
943,Thresh**Bramble Vest,852
944,Viktor**Amplifying Tome,850
945,Kaisa**Infinity Edge,849
946,Kassadin**Luden's Tempest,849
947,Nautilus**Targon's Buckler,849
948,Darius**Doran's Blade,848
949,Riven**Caulfield's Warhammer,848
950,Vex**Amplifying Tome,847
951,Karthus**Oblivion Orb,847
952,Lulu**Frostfang,846
953,Thresh**Boots of Swiftness,845
954,Karthus**Needlessly Large Rod,844
955,Jax**Phage,841
956,Morgana**Liandry's Anguish,840
957,Jayce**Last Whisper,840
958,Hecarim**Trinity Force,839
959,Khazix**Prowler's Claw,839
960,Aphelios**Refillable Potion,839
961,Aatrox**Death's Dance,838
962,Evelynn**Mejai's Soulstealer,838
963,DrMundo**Doran's Shield,837
964,Garen**Doran's Shield,837
965,Kindred**Refillable Potion,837
966,Zac**Plated Steelcaps,837
967,Poppy**Control Ward,837
968,MonkeyKing**Sterak's Gage,836
969,Ryze**Corrupting Potion,835
970,Yasuo**Refillable Potion,834
971,Vladimir**Zhonya's Hourglass,833
972,Khazix**Serpent's Fang,833
973,Ivern**Ionian Boots of Lucidity,833
974,MissFortune**Refillable Potion,833
975,MissFortune**Cloak of Agility,832
976,Kaisa**Long Sword,831
977,Ashe**Doran's Blade,830
978,Senna**Plated Steelcaps,830
979,Xerath**Doran's Ring,828
980,Nidalee**Mejai's Soulstealer,827
981,Lux**Oblivion Orb,827
982,Thresh**Plated Steelcaps,826
983,Ekko**Mercury's Treads,825
984,Galio**Sorcerer's Shoes,824
985,Alistar**Kindlegem,824
986,DrMundo**Spirit Visage,821
987,Graves**Boots,820
988,Ahri**Luden's Tempest,820
989,Lucian**Rapid Firecannon,820
990,Zed**Prowler's Claw,819
991,Sion**Prowler's Claw,816
992,Rengar**Plated Steelcaps,816
993,Aatrox**Mercury's Treads,815
994,Poppy**Mercury's Treads,815
995,Nidalee**Refillable Potion,814
996,Diana**Dark Seal,814
997,Lux**Void Staff,814
998,Malphite**Bramble Vest,813
999,Yone**Vampiric Scepter,812
1000,Kayn**Sterak's Gage,810
1001,Nasus**Ionian Boots of Lucidity,809
1002,Viktor**Fiendish Codex,807
1003,Azir**Sorcerer's Shoes,807
1004,Lillia**Dark Seal,806
1005,Khazix**Mercury's Treads,806
1006,MasterYi**Guinsoo's Rageblade,805
1007,Kindred**Infinity Edge,805
1008,Leblanc**Rabadon's Deathcap,804
1009,Lux**Crown of the Shattered Queen,804
1010,Rakan**Redemption,803
1011,Aatrox**Doran's Blade,802
1012,Fizz**Corrupting Potion,802
1013,Nami**Staff of Flowing Water,801
1014,Rumble**Dark Seal,801
1015,Zilean**Fiendish Codex,800
1016,Malzahar**Sorcerer's Shoes,800
1017,Nidalee**Amplifying Tome,798
1018,Cassiopeia**Zhonya's Hourglass,798
1019,Zoe**Zhonya's Hourglass,798
1020,Nami**Frostfang,797
1021,Kled**Titanic Hydra,797
1022,TwistedFate**Mercury's Treads,797
1023,Ahri**Everfrost,797
1024,Nocturne**Plated Steelcaps,796
1025,Cassiopeia**Tear of the Goddess,795
1026,Singed**Dark Seal,795
1027,Fizz**Dark Seal,793
1028,Samira**Lord Dominik's Regards,793
1029,Shaco**Liandry's Anguish,792
1030,Taliyah**Dark Seal,792
1031,Gragas**Cosmic Drive,790
1032,Yasuo**Long Sword,790
1033,Amumu**Control Ward,788
1034,Kayn**Black Cleaver,786
1035,Lulu**Mikael's Blessing,786
1036,Akali**Void Staff,785
1037,Anivia**Seraph's Embrace,785
1038,Xayah**Caulfield's Warhammer,785
1039,Sion**Sunfire Aegis,784
1040,Yone**Wit's End,784
1041,Rakan**Locket of the Iron Solari,783
1042,Rell**Evenshroud,783
1043,Senna**Control Ward,782
1044,Ziggs**Needlessly Large Rod,781
1045,Sion**Corrupting Potion,780
1046,Fiora**Death's Dance,779
1047,Darius**Doran's Shield,779
1048,Ziggs**Tear of the Goddess,779
1049,Volibear**Plated Steelcaps,778
1050,Ziggs**Zhonya's Hourglass,777
1051,Camille**Guardian Angel,774
1052,XinZhao**Ruby Crystal,774
1053,Thresh**Mercury's Treads,774
1054,Janna**Moonstone Renewer,772
1055,Qiyana**Axiom Arc,772
1056,Kalista**Guinsoo's Rageblade,770
1057,MasterYi**Berserker's Greaves,770
1058,JarvanIV**Refillable Potion,769
1059,Kindred**Galeforce,768
1060,Draven**Serrated Dirk,767
1061,Trundle**Sterak's Gage,767
1062,Xayah**Refillable Potion,767
1063,Kaisa**Lord Dominik's Regards,763
1064,MissFortune**Control Ward,763
1065,Irelia**Phage,762
1066,Draven**B. F. Sword,760
1067,Jax**Doran's Blade,760
1068,Yuumi**Shurelya's Battlesong,760
1069,Gragas**Dark Seal,759
1070,Akshan**Cloak of Agility,759
1071,Viego**Kraken Slayer,758
1072,Lux**Refillable Potion,758
1073,Malzahar**Rylai's Crystal Scepter,757
1074,Galio**Bulwark of the Mountain,756
1075,Vex**Everfrost,755
1076,Vayne**Refillable Potion,755
1077,Thresh**Redemption,755
1078,Zac**Control Ward,755
1079,Annie**Luden's Tempest,754
1080,Pyke**Prowler's Claw,754
1081,Lillia**Sorcerer's Shoes,752
1082,Nami**Faerie Charm,751
1083,Kalista**Runaan's Hurricane,750
1084,Ziggs**Luden's Tempest,749
1085,Veigar**Needlessly Large Rod,748
1086,Draven**Long Sword,748
1087,Gwen**Ionian Boots of Lucidity,748
1088,Gwen**Doran's Blade,748
1089,Blitzcrank**Ruby Crystal,747
1090,Veigar**Tear of the Goddess,747
1091,Ornn**Doran's Shield,747
1092,Tristana**Lord Dominik's Regards,746
1093,Shen**Mercury's Treads,746
1094,Sett**Phage,746
1095,Ezreal**Essence Reaver,746
1096,Rengar**Eclipse,744
1097,Graves**Executioner's Calling,743
1098,Leona**Refillable Potion,742
1099,Darius**Ruby Crystal,741
1100,Darius**Goredrinker,741
1101,Yuumi**Ardent Censer,739
1102,Xayah**Doran's Blade,739
1103,Kayn**Refillable Potion,738
1104,Sett**Blade of The Ruined King,738
1105,Senna**Guinsoo's Rageblade,737
1106,Singed**Hextech Rocketbelt,735
1107,Sylas**Mejai's Soulstealer,735
1108,Darius**Stridebreaker,735
1109,Galio**Hextech Rocketbelt,734
1110,Blitzcrank**Boots of Swiftness,734
1111,Ornn**Ornn upgraded item,1
1112,Vex**Hextech Alternator,732
1113,Singed**Corrupting Potion,731
1114,Zed**Mercury's Treads,731
1115,Cassiopeia**Cosmic Drive,731
1116,Jayce**Edge of Night,731
1117,Gangplank**Plated Steelcaps,729
1118,Aphelios**Plated Steelcaps,728
1119,Olaf**Plated Steelcaps,727
1120,Vex**Rabadon's Deathcap,726
1121,Sylas**Control Ward,726
1122,Gangplank**The Collector,725
1123,Alistar**Targon's Buckler,725
1124,Leona**Thornmail,725
1125,Aphelios**Runaan's Hurricane,724
1126,Vladimir**Ionian Boots of Lucidity,724
1127,Ezreal**Executioner's Calling,724
1128,Heimerdinger**Liandry's Anguish,723
1129,Lucian**The Collector,722
1130,Kayn**Caulfield's Warhammer,721
1131,Morgana**Sorcerer's Shoes,720
1132,Jayce**Executioner's Calling,719
1133,Vex**Crown of the Shattered Queen,719
1134,Anivia**Everfrost,718
1135,Leblanc**Doran's Ring,717
1136,KogMaw**Immortal Shieldbow,717
1137,Elise**Dark Seal,716
1138,TahmKench**Mercury's Treads,716
1139,Sejuani**Plated Steelcaps,715
1140,Nocturne**Sterak's Gage,714
1141,Trundle**Mercury's Treads,713
1142,Zoe**Needlessly Large Rod,713
1143,Ornn**Thornmail,711
1144,XinZhao**Death's Dance,711
1145,Karma**Moonstone Renewer,709
1146,Renekton**Doran's Shield,709
1147,Ryze**Tear of the Goddess,708
1148,Lucian**Sheen,707
1149,Nautilus**Ruby Crystal,706
1150,Pyke**Edge of Night,704
1151,Viego**Phage,703
1152,Kayn**Serpent's Fang,703
1153,Xerath**Mejai's Soulstealer,703
1154,Sona**Staff of Flowing Water,702
1155,RekSai**Mercury's Treads,702
1156,Draven**Pickaxe,701
1157,Rakan**Mobility Boots,701
1158,Evelynn**Needlessly Large Rod,700
1159,Nami**Dark Seal,700
1160,Shen**Ruby Crystal,699
1161,Xayah**Cloak of Agility,698
1162,Galio**Ionian Boots of Lucidity,698
1163,Akshan**Long Sword,697
1164,Vladimir**Mejai's Soulstealer,696
1165,MissFortune**Last Whisper,695
1166,Anivia**Tear of the Goddess,695
1167,Kayn**Tear of the Goddess,694
1168,MissFortune**Pickaxe,694
1169,Pantheon**Plated Steelcaps,692
1170,Elise**Hextech Rocketbelt,691
1171,Kindred**Long Sword,691
1172,Syndra**Seraph's Embrace,691
1173,Karma**Bandleglass Mirror,690
1174,Twitch**Lord Dominik's Regards,689
1175,Irelia**Guardian Angel,688
1176,Evelynn**Void Staff,688
1177,MonkeyKing**Black Cleaver,687
1178,Maokai**Bulwark of the Mountain,686
1179,Malphite**Sunfire Aegis,686
1180,Hecarim**Spirit Visage,685
1181,Orianna**Corrupting Potion,684
1182,Xayah**Lord Dominik's Regards,684
1183,Xerath**Hextech Alternator,684
1184,Jax**Ruby Crystal,684
1185,Gangplank**Cloak of Agility,684
1186,Tryndamere**Long Sword,683
1187,Irelia**Control Ward,683
1188,Samira**Cloak of Agility,682
1189,Rakan**Ruby Crystal,682
1190,Zoe**Ionian Boots of Lucidity,681
1191,Sylas**Rabadon's Deathcap,680
1192,Kindred**Cloak of Agility,679
1193,Vayne**Randuin's Omen,679
1194,Blitzcrank**Pauldrons of Whiterock,679
1195,Ashe**Guinsoo's Rageblade,678
1196,JarvanIV**Ruby Crystal,677
1197,Vex**Void Staff,677
1198,Xayah**Control Ward,677
1199,Trundle**Control Ward,677
1200,Maokai**Plated Steelcaps,676
1201,Sylas**Sorcerer's Shoes,675
1202,Rell**Plated Steelcaps,674
1203,Sona**Control Ward,674
1204,Vayne**Hearthbound Axe,673
1205,Viego**Broken Stopwatch,7
1206,Zilean**Zhonya's Hourglass,672
1207,Veigar**Dark Seal,671
1208,Rakan**Evenshroud,671
1209,Xerath**Control Ward,670
1210,Hecarim**Mercury's Treads,669
1211,MissFortune**B. F. Sword,668
1212,Chogath**Frostfire Gauntlet,668
1213,Nidalee**Needlessly Large Rod,667
1214,Sion**Frostfire Gauntlet,665
1215,Shen**Giant's Belt,665
1216,Maokai**Dead Man's Plate,664
1217,KogMaw**Wit's End,663
1218,Sona**Forbidden Idol,662
1219,Caitlyn**Dagger,661
1220,Viego**Infinity Edge,660
1221,Vex**Control Ward,659
1222,Yuumi**Bandleglass Mirror,659
1223,Camille**Broken Stopwatch,3
1224,Akali**Oblivion Orb,658
1225,XinZhao**Long Sword,658
1226,Shen**Control Ward,658
1227,Karthus**Morellonomicon,658
1228,Xerath**Rabadon's Deathcap,658
1229,Kassadin**Frozen Heart,657
1230,Kassadin**Needlessly Large Rod,657
1231,Viktor**Control Ward,657
1232,Sivir**Berserker's Greaves,656
1233,Gangplank**Lord Dominik's Regards,656
1234,Teemo**Liandry's Anguish,655
1235,Renekton**Mercury's Treads,655
1236,Vladimir**Void Staff,655
1237,Seraphine**Control Ward,655
1238,Viego**Negatron Cloak,655
1239,Twitch**Doran's Blade,655
1240,Velkoz**Luden's Tempest,654
1241,Zac**Bramble Vest,654
1242,Blitzcrank**Cloth Armor,654
1243,Jayce**Control Ward,653
1244,Irelia**Chain Vest,652
1245,Rakan**Refillable Potion,652
1246,Jax**Black Cleaver,650
1247,Heimerdinger**Zhonya's Hourglass,650
1248,KogMaw**Guinsoo's Rageblade,650
1249,Rengar**Lord Dominik's Regards,650
1250,Xayah**Last Whisper,649
1251,Olaf**Sterak's Gage,649
1252,Fiora**Executioner's Calling,649
1253,Fiora**Doran's Shield,647
1254,Rakan**Bandleglass Mirror,647
1255,Katarina**Amplifying Tome,646
1256,Urgot**Hullbreaker,645
1257,Ezreal**Glacial Buckler,645
1258,Akali**Morellonomicon,645
1259,Fiora**Phage,645
1260,Jax**Death's Dance,644
1261,Viktor**Liandry's Anguish,643
1262,Vex**Fiendish Codex,641
1263,Yasuo**Control Ward,641
1264,Sett**Titanic Hydra,640
1265,Viego**Caulfield's Warhammer,640
1266,Orianna**Zhonya's Hourglass,640
1267,Ryze**Mercury's Treads,639
1268,Karma**Imperial Mandate,639
1269,Veigar**Void Staff,639
1270,Ekko**Corrupting Potion,638
1271,Brand**Zhonya's Hourglass,638
1272,Kennen**Oblivion Orb,635
1273,Zac**Refillable Potion,634
1274,Ezreal**Cloth Armor,633
1275,Akali**Blasting Wand,633
1276,Kassadin**Rabadon's Deathcap,633
1277,DrMundo**Bramble Vest,633
1278,Caitlyn**Last Whisper,632
1279,Karma**Dark Seal,632
1280,Fiora**Stridebreaker,632
1281,Janna**Forbidden Idol,632
1282,XinZhao**Phage,632
1283,Gangplank**Mortal Reminder,631
1284,Sylas**Oblivion Orb,631
1285,Alistar**Evenshroud,630
1286,Gnar**Sterak's Gage,630
1287,Syndra**Amplifying Tome,630
1288,Veigar**Ionian Boots of Lucidity,629
1289,Sylas**Refillable Potion,629
1290,LeeSin**Slightly Magical Footwear,629
1291,Tryndamere**Phantom Dancer,628
1292,Yuumi**Mejai's Soulstealer,628
1293,Leona**Anathema's Chains,627
1294,Fiora**Pickaxe,626
1295,Lillia**Cosmic Drive,626
1296,Draven**Boots,626
1297,Lux**Shadowflame,626
1298,Pyke**Caulfield's Warhammer,625
1299,Karthus**Demonic Embrace,624
1300,Irelia**Ruby Crystal,624
1301,Gangplank**Infinity Edge,624
1302,Karma**Staff of Flowing Water,623
1303,Pyke**Refillable Potion,623
1304,Lux**Blasting Wand,622
1305,Zilean**Chemtech Putrifier,621
1306,Zac**Spirit Visage,621
1307,Leblanc**Control Ward,621
1308,Khazix**Control Ward,621
1309,Ziggs**Morellonomicon,621
1310,Anivia**Liandry's Anguish,620
1311,Gragas**Night Harvester,620
1312,Rengar**Essence Reaver,620
1313,TahmKench**Anathema's Chains,619
1314,MissFortune**Slightly Magical Footwear,619
1315,Kindred**Control Ward,619
1316,Kaisa**Pickaxe,619
1317,Jayce**Mercury's Treads,618
1318,Gragas**Fiendish Codex,618
1319,Karma**Kindlegem,618
1320,Fiora**Caulfield's Warhammer,618
1321,Akali**Doran's Ring,617
1322,Tristana**Cloak of Agility,616
1323,Rakan**Zeke's Convergence,616
1324,Vi**Mercury's Treads,615
1325,Kaisa**Serrated Dirk,615
1326,TwistedFate**Sorcerer's Shoes,614
1327,Syndra**Rabadon's Deathcap,614
1328,Kayn**Serrated Dirk,614
1329,Janna**Oblivion Orb,612
1330,Kindred**Wit's End,612
1331,Xayah**Serrated Dirk,611
1332,Sona**Amplifying Tome,610
1333,Nautilus**Giant's Belt,610
1334,Velkoz**Shard of True Ice,610
1335,Jinx**Guardian Angel,608
1336,Annie**Dark Seal,607
1337,Ahri**Dark Seal,606
1338,Braum**Kindlegem,606
1339,TwistedFate**Mejai's Soulstealer,604
1340,Sylas**Corrupting Potion,603
1341,Zed**Plated Steelcaps,602
1342,Nami**Kindlegem,602
1343,Viktor**Mercury's Treads,602
1344,Kayn**Control Ward,601
1345,Teemo**Zhonya's Hourglass,601
1346,Lissandra**Dark Seal,601
1347,Ashe**Long Sword,600
1348,Rakan**Plated Steelcaps,600
1349,Kennen**Needlessly Large Rod,600
1350,MasterYi**Plated Steelcaps,600
1351,Akali**Rabadon's Deathcap,599
1352,Gwen**Amplifying Tome,598
1353,Ivern**Dark Seal,598
1354,Sylas**Mercury's Treads,597
1355,Xerath**Zhonya's Hourglass,596
1356,Jayce**Slightly Magical Footwear,596
1357,Janna**Amplifying Tome,595
1358,Camille**Chain Vest,595
1359,Ahri**Zhonya's Hourglass,595
1360,Zilean**Dark Seal,595
1361,Maokai**Boots of Swiftness,594
1362,JarvanIV**Guardian Angel,594
1363,XinZhao**Wit's End,594
1364,Sett**Control Ward,593
1365,Katarina**Blasting Wand,592
1366,Aatrox**Ruby Crystal,591
1367,Bard**Anathema's Chains,591
1368,Orianna**Doran's Ring,591
1369,Akali**Demonic Embrace,591
1370,Rumble**Night Harvester,591
1371,Taric**Bulwark of the Mountain,590
1372,Vayne**Blade of The Ruined King,590
1373,Kaisa**Dagger,590
1374,Ziggs**Rabadon's Deathcap,590
1375,Lucian**Slightly Magical Footwear,589
1376,Sion**Bramble Vest,589
1377,Akali**Refillable Potion,589
1378,Lucian**Guardian Angel,589
1379,Tryndamere**Pickaxe,588
1380,Vex**Shadowflame,588
1381,Jax**Long Sword,587
1382,Nautilus**Cloth Armor,586
1383,Shaco**Refillable Potion,586
1384,Kaisa**Cloak of Agility,586
1385,Fiora**Refillable Potion,585
1386,Camille**Slightly Magical Footwear,585
1387,Singed**Boots of Swiftness,585
